Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,$10.41,1074764835,350570,Finance,Business Services
APT,Alpha Pro Tech Ltd. Common Stock,$11.15,151392972,1150847,Health Care,Industrial Specialties
APTO,Aptose Biosciences Inc. Common Shares,$4.38,383178689,1703014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTS,Preferred Apartment Communities Inc. Common Stock,$7.40,369264107,319141,Consumer Services,Real Estate Investment Trusts
APTV,Aptiv PLC Ordinary Shares,$130.29,35181605978,769866,Capital Goods,Auto Parts:O.E.M.
APTX,Aptinyx Inc. Common Stock,$3.46,218868144,660342,Health Care,Major Pharmaceuticals
APVO,Aptevo Therapeutics Inc. Common Stock,$36.65,160481517,47666,Health Care,Major Pharmaceuticals
APXT,Apex Technology Acquisition Corporation Class A Common Stock,$15.01,668845600,1695817,Finance,Business Services
APYX,Apyx Medical Corporation Common Stock,$7.20,246778351,25980,Health Care,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc. Common Stock,$8.76,485449705,1820389,,
AQMS,Aqua Metals Inc. Common Stock,$3.00,183526683,2185827,Basic Industries,Metal Fabrications
AQN,Algonquin Power & Utilities Corp. Common Shares,$16.46,9827135412,413566,Public Utilities,Electric Utilities: Central
AQST,Aquestive Therapeutics Inc. Common Stock,$5.35,179865909,1461866,Health Care,Major Pharmaceuticals
AQUA,Evoqua Water Technologies Corp. Common Stock,$26.98,3191097758,441786,Technology,Industrial Machinery/Components
AR,Antero Resources Corporation Common Stock,$5.45,1464262100,6115164,Energy,Oil & Gas Production
ARA,American Renal Associates Holdings Inc Common Stock,$11.45,395520728,96735,Health Care,Misc Health and Biotechnology Services
ARAY,Accuray Incorporated Common Stock,$4.17,380310080,621916,Health Care,Medical/Dental Instruments
ARCB,ArcBest Corporation Common Stock,$42.67,1084154880,65356,Transportation,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,$16.89,7138087590,2339062,,
ARCE,Arco Platform Limited Class A Common Shares,$35.49,2043673089,101943,Consumer Services,Other Consumer Services
ARCH,Arch Resources Inc. Class A Common Stock,$43.77,662996840,156679,Energy,Coal Mining
ARCO,Arcos Dorados Holdings Inc. Class A Shares,$5.03,1042545681,162182,Consumer Services,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,$43.38,1062509984,3758755,Health Care,Major Pharmaceuticals
ARD,Ardagh Group S.A. Common Shares,$17.21,4067755600,89315,Consumer Durables,Containers/Packaging
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,$14.29,327454478,70648,,
ARDX,Ardelyx Inc. Common Stock,$6.47,583907569,323388,Health Care,Major Pharmaceuticals
ARE,Alexandria Real Estate Equities Inc. Common Stock,$178.22,24049654986,495430,Consumer Services,Real Estate Investment Trusts
ARES,Ares Management Corporation Class A Common Stock,$47.05,6767281956,1438399,Finance,Investment Managers
ARGO,Argo Group International Holdings Ltd.,$43.70,1515720691,72721,Finance,Specialty Insurers
ARGX,argenx SE American Depositary Shares,$294.09,13854138471,83845,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARI,Apollo Commercial Real Estate Finance Inc,$11.17,1567114854,1121382,Consumer Services,Real Estate Investment Trusts
ARL,American Realty Investors Inc. Common Stock,$10.90,174368128,1289,Finance,Real Estate
ARLO,Arlo Technologies Inc. Common Stock,$7.79,615699547,1488754,Consumer Non-Durables,Consumer Electronics/Appliances
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,$4.48,569834581,540023,Energy,Coal Mining
ARMK,Aramark Common Stock,$38.48,9771137319,1255690,Consumer Services,Restaurants
ARNA,Arena Pharmaceuticals Inc. Common Stock,$76.83,4468741810,354143,Health Care,Major Pharmaceuticals
ARNC,Arconic Corporation Common Stock ,$29.80,3252527407,1983794,,
AROC,Archrock Inc. Common Stock,$8.66,1324390315,693805,Public Utilities,Natural Gas Distribution
AROW,Arrow Financial Corporation Common Stock,$29.91,463348731,19787,Finance,Major Banks
ARQT,Arcutis Biotherapeutics Inc. Common Stock,$28.13,1227437922,87128,Health Care,Major Pharmaceuticals
ARR,ARMOUR Residential REIT Inc.,$10.79,698438372,853598,Consumer Services,Real Estate Investment Trusts
ARRY,Array Technologies Inc. Common Stock,$43.14,5478541306,961321,Consumer Durables,Miscellaneous manufacturing industries
ARTNA,Artesian Resources Corporation Class A Common Stock,$37.08,346362797,8369,Public Utilities,Water Supply
ARVN,Arvinas Inc. Common Stock,$84.93,4017254991,627796,Health Care,Major Pharmaceuticals
ARW,Arrow Electronics Inc. Common Stock,$97.30,7350546209,231813,Technology,Electronic Components
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,$76.73,7884527039,677707,Health Care,Major Pharmaceuticals
ARYA,ARYA Sciences Acquisition Corp III Class A Ordinary Shares,$10.85,208173525,70214,Finance,Business Services
ASA,ASA  Gold and Precious Metals Limited,$21.87,421870222,90219,,
ASAN,Asana Inc. Class A Common Stock,$29.55,4703190086,819838,Technology,Computer Software: Prepackaged Software
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,$10.08,324450000,81502,Finance,Business Services
ASB,Associated Banc-Corp Common Stock,$17.05,2618708034,650600,Finance,Major Banks
ASC,Ardmore Shipping Corporation Common Stock,$3.27,108842784,165641,Transportation,Marine Transportation
ASG,Liberty All-Star Growth Fund Inc.,$8.20,341461194,171973,,
ASGN,ASGN Incorporated Common Stock,$83.53,4418737000,163116,Technology,Professional Services
ASH,Ashland Global Holdings Inc. Common Stock,$79.20,4803194167,282609,Consumer Durables,Specialty Chemicals
ASIX,AdvanSix Inc. Common Stock ,$19.99,560325117,204268,Basic Industries,Major Chemicals
ASLE,AerSale Corporation Common Stock,$13.41,298774800,112244,,
ASMB,Assembly Biosciences Inc. Common Stock,$6.05,199785133,390805,Health Care,Major Pharmaceuticals
ASML,ASML Holding N.V. New York Registry Shares,$487.72,2.05E+11,312790,Technology,Industrial Machinery/Components
ASND,Ascendis Pharma A/S American Depositary Shares,$166.78,8908735657,74233,Health Care,Major Pharmaceuticals
ASO,Academy Sports and Outdoors Inc. Common Stock,$20.73,1863915251,451795,Consumer Services,Other Specialty Stores
ASPL,Aspirational Consumer Lifestyle Corp. Class A Ordinary Shares,$9.97,298783851,86325,Finance,Business Services
ASPN,Aspen Aerogels Inc. Common Stock,$16.69,448425585,116109,Consumer Services,RETAIL: Building Materials
ASPS,Altisource Portfolio Solutions S.A. Common Stock,$12.88,201568252,60283,Consumer Services,Other Consumer Services
ASPU,Aspen Group Inc. Common Stock,$11.13,272079751,95259,Consumer Services,Other Consumer Services
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,$164.93,4947900000,37298,Transportation,Aerospace
ASTE,Astec Industries Inc. Common Stock,$57.88,1308628136,60581,Capital Goods,Construction/Ag Equipment/Trucks
ASUR,Asure Software Inc Common Stock,$7.10,134627048,110588,Technology,EDP Services
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,$5.84,12455523185,440268,Technology,Semiconductors
ATAC,Altimar Acquisition Corporation Class A Ordinary Shares,$11.38,391187500,486493,Finance,Business Services
ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,$4.25,257317117,502966,Finance,Finance: Consumer Services
ATCO,Atlas Corp. Common Shares,$10.84,2666986761,405953,Transportation,Marine Transportation
ATEC,Alphatec Holdings Inc. Common Stock,$14.52,1138734993,955982,Health Care,Medical/Dental Instruments
ATEN,A10 Networks Inc. Common Stock,$9.86,756345465,358411,Technology,Computer Communications Equipment
ATEX,Anterix Inc. Common Stock,$37.60,657798426,60095,Public Utilities,Telecommunications Equipment
ATGE,Adtalem Global Education Inc. Common Stock,$33.95,1768502453,343385,Consumer Services,Other Consumer Services
ATH,Athene Holding Ltd. Class A Common Shares,$43.14,8259753423,549268,Finance,Life Insurance
ATHA,Athira Pharma Inc. Common Stock,$34.25,1112617552,129947,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATHM,Autohome Inc. American Depositary Shares each representing one class A ordinary share.,$99.62,11862475545,198619,Technology,EDP Services
ATI,Allegheny Technologies Incorporated Common Stock,$16.77,2126711766,929598,Basic Industries,Steel/Iron Ore
ATKR,Atkore International Group Inc. Common Stock,$41.11,1955200274,208721,Miscellaneous,Industrial Machinery/Components
ATLC,Atlanticus Holdings Corporation Common Stock,$24.63,393144454,47461,Finance,Finance: Consumer Services
ATLO,Ames National Corporation Common Stock,$24.02,219128383,18892,Finance,Major Banks
ATNI,ATN International Inc. Common Stock,$41.76,663920400,25380,Public Utilities,Telecommunications Equipment
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,$7.80,105974895,1425907,Health Care,Major Pharmaceuticals
ATNX,Athenex Inc. Common Stock,$11.06,1032332017,708076,Health Care,Major Pharmaceuticals
ATO,Atmos Energy Corporation Common Stock,$95.43,12027675219,631518,Public Utilities,Oil/Gas Transmission
ATOM,Atomera Incorporated Common Stock,$16.09,345215391,332022,Technology,Semiconductors
ATR,AptarGroup Inc. Common Stock,$136.89,8859862751,169818,Consumer Non-Durables,Plastic Products
ATRA,Atara Biotherapeutics Inc. Common Stock,$19.63,1629245440,623476,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc. Common Stock,$55.67,2506442323,244269,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation Common Stock,$642.24,1174626775,4159,Health Care,Medical/Dental Instruments
ATRO,Astronics Corporation Common Stock,$13.23,407492771,192266,Capital Goods,Military/Government/Technical
ATRS,Antares Pharma Inc. Common Stock,$3.99,665022992,812149,Health Care,Medical/Dental Instruments
ATSG,Air Transport Services Group Inc,$31.34,1867543392,255405,Transportation,Air Freight/Delivery Services
ATTO,Atento S.A. Ordinary Shares,$13.60,190765323,2793,Public Utilities,Telecommunications Equipment
ATUS,Altice USA Inc. Class A Common Stock,$37.87,21146985072,6317083,Consumer Services,Television Services
ATVI,Activision Blizzard Inc. Common Stock,$92.85,71759789627,4311046,Technology,Computer Software: Prepackaged Software
AU,AngloGold Ashanti Limited Common Stock,$22.62,9409897968,2162203,Basic Industries,Precious Metals
AUB,Atlantic Union Bankshares Corporation Common Stock,$32.94,2592993813,211534,Finance,Major Banks
AUBN,Auburn National Bancorporation Inc. Common Stock,$41.69,148678046,1556,Finance,Major Banks
AUDC,AudioCodes Ltd. Common Stock,$27.55,900475166,118869,Public Utilities,Telecommunications Equipment
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,$13.83,1750435440,2396204,Health Care,Major Pharmaceuticals
AUTL,Autolus Therapeutics plc American Depositary Share,$8.94,467551951,117552,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUY,Yamana Gold Inc. Ordinary Shares (Canada),$5.71,5439465910,15393772,Basic Industries,Precious Metals
AVA,Avista Corporation Common Stock,$40.14,2759060953,401401,Public Utilities,Power Generation
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),$6.88,7664669896,37997,Finance,Commercial Banks
AVAN,Avanti Acquisition Corp. Class A Ordinary Shares,$10.28,794130000,510820,Finance,Business Services
AVAV,AeroVironment Inc. Common Stock,$86.90,2094635862,147534,Capital Goods,Aerospace
AVB,AvalonBay Communities Inc. Common Stock,$160.43,22397469143,430350,Consumer Services,Real Estate Investment Trusts
AVCT,American Virtual Cloud Technologies Inc. Common Stock ,$7.20,141377976,74107,Technology,EDP Services
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),$15.52,470063195,59483,Basic Industries,Agricultural Chemicals
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,$6.68,389261863,692392,Health Care,Major Pharmaceuticals
AVEO,AVEO Pharmaceuticals Inc. Common Stock,$5.77,166229367,219089,Health Care,Major Pharmaceuticals
AVGO,Broadcom Inc. Common Stock,$437.85,1.78E+11,1021152,Technology,Semiconductors
AVID,Avid Technology Inc. Common Stock,$15.87,701582849,992182,Technology,Computer Software: Prepackaged Software
AVIR,Atea Pharmaceuticals Inc. Common Stock,$41.78,3451735628,202350,Health Care,Major Pharmaceuticals
AVK,Advent Convertible and Income Fund,$16.52,570356667,150775,,
AVLR,Avalara Inc. Common Stock,$164.89,13944890919,531532,Technology,Computer Software: Prepackaged Software
AVNS,Avanos Medical Inc. Common Stock,$45.88,2194583316,170517,Health Care,Industrial Specialties
AVNT,Avient Corporation Common Stock,$40.28,3684637007,379989,Basic Industries,Major Chemicals
AVNW,Aviat Networks Inc. Common Stock,$34.15,186508108,85382,Technology,Radio And Television Broadcasting And Communications Equipment
AVO,Mission Produce Inc. Common Stock,$15.05,1043731376,129926,Consumer Non-Durables,Farming/Seeds/Milling
AVRO,AVROBIO Inc. Common Stock,$13.94,577826243,150203,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,Avnet Inc. Common Stock,$35.11,3469897987,605082,Technology,Electronic Components
AVTR,Avantor Inc. Common Stock,$28.15,16280237727,5118073,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AVXL,Anavex Life Sciences Corp. Common Stock,$5.40,361599968,965854,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVY,Avery Dennison Corporation Common Stock,$155.11,12938922859,203853,Consumer Durables,Containers/Packaging
AVYA,Avaya Holdings Corp. Common Stock,$19.15,1596958638,947860,Public Utilities,Telecommunications Equipment
AWF,Alliancebernstein Global High Income Fund,$11.77,1014923298,188439,,
AWH,Aspira Women's Health Inc. Common Stock,$6.71,698415899,601859,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AWI,Armstrong World Industries Inc Common Stock,$74.39,3560286877,339222,Consumer Non-Durables,Plastic Products
AWK,American Water Works Company Inc. Common Stock,$153.47,27819813073,521957,Public Utilities,Water Supply
AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,$5.26,449245822,1042909,,
AWR,American States Water Company Common Stock,$79.51,2933049240,108502,Public Utilities,Water Supply
AX,Axos Financial Inc. Common Stock,$37.53,2215968645,208589,Finance,Savings Institutions
AXDX,Accelerate Diagnostics Inc. Common Stock,$7.58,432285081,419961,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AXGN,Axogen Inc. Common Stock,$17.90,722693741,113265,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,$8.34,944696737,1128003,Capital Goods,Auto Parts:O.E.M.
AXLA,Axcella Health Inc. Common Stock,$5.19,189159266,87469,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AXNX,Axonics Modulation Technologies Inc. Common Stock,$49.92,1987285847,881275,Health Care,Medical/Dental Instruments
AXP,American Express Company Common Stock,$120.91,97356967895,1747820,Finance,Finance: Consumer Services
AXS,Axis Capital Holdings Limited Common Stock,$50.39,4248942043,198576,Finance,Property-Casualty Insurers
AXSM,Axsome Therapeutics Inc. Common Stock,$81.47,3042432055,294261,Health Care,Major Pharmaceuticals
AXTA,Axalta Coating Systems Ltd. Common Shares,$28.55,6722863182,980919,Basic Industries,Paints/Coatings
AXTI,AXT Inc Common Stock,$9.57,395241000,487675,Technology,Semiconductors
AXU,Alexco Resource Corp Common Shares (Canada),$3.17,434477575,1237987,Basic Industries,Precious Metals
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,$37.98,4051359339,494818,Public Utilities,Electric Utilities: Central
AYI,Acuity Brands Inc. ,$121.09,4460504661,233679,Consumer Durables,Building Products
AYLA,Ayala Pharmaceuticals Inc. Common Stock,$11.00,140559300,4793,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AYRO,AYRO Inc. Common Stock,$6.08,174327560,1795088,Consumer Services,Telecommunications Equipment
AYTU,Aytu BioScience Inc. Common Stock,$5.98,103132982,616423,Health Care,Major Pharmaceuticals
AYX,Alteryx Inc. Class A Common Stock,$121.79,8109174870,851440,Technology,Computer Software: Prepackaged Software
AZEK,The AZEK Company Inc. Class A Common Stock,$38.45,5945805723,411148,Consumer Non-Durables,Plastic Products
AZN,AstraZeneca PLC American Depositary Shares,$49.99,1.31E+11,10610010,Health Care,Major Pharmaceuticals
AZO,AutoZone Inc. Common Stock,"$1,185.44",26979554617,168568,Consumer Services,Other Specialty Stores
